year,week,hometeam,awayteam,homescore,awayscore
2014,17,PIT,CIN,27,17
2014,17,MIA,NYJ,24,37
2015,1,NWE,PIT,28,21
2015,1,ATL,PHI,26,24
2015,1,WAS,MIA,10,17
2015,1,TAM,TEN,14,42
2015,1,SDG,DET,33,28
2015,1,STL,SEA,34,31
2015,1,OAK,CIN,13,33
2015,1,NYJ,CLE,31,10
2015,1,SFO,MIN,20,3
2015,1,HOU,KAN,20,27
2015,1,DEN,BAL,19,13
2015,1,DAL,NYG,27,26
2015,1,ARI,NOR,31,19
2015,1,CHI,GNB,23,31
2015,1,BUF,IND,27,14
2015,1,JAX,CAR,9,20
2015,2,WAS,STL,24,10
2015,2,OAK,BAL,37,33
2015,2,PIT,SFO,43,18
2015,2,PHI,DAL,10,20
2015,2,NYG,ATL,20,24
2015,2,NOR,TAM,19,26
2015,2,CLE,TEN,28,14
2015,2,JAX,MIA,23,20
2015,2,GNB,SEA,27,17
2015,2,CIN,SDG,24,19
2015,2,CHI,ARI,23,48
2015,2,CAR,HOU,24,17
2015,2,IND,NYJ,7,20
2015,2,MIN,DET,26,16
2015,2,BUF,NWE,32,40
2015,2,KAN,DEN,24,31
2015,3,NYJ,PHI,17,24
2015,3,GNB,KAN,38,28
2015,3,SEA,CHI,26,0
2015,3,BAL,CIN,24,28
2015,3,STL,PIT,6,12
2015,3,TEN,IND,33,35
2015,3,NWE,JAX,51,17
2015,3,MIA,BUF,14,41
2015,3,MIN,SDG,31,14
2015,3,DET,DEN,12,24
2015,3,DAL,ATL,28,39
2015,3,ARI,SFO,47,7
2015,3,CLE,OAK,20,27
2015,3,CAR,NOR,27,22
2015,3,NYG,WAS,32,21
2015,3,HOU,TAM,19,9
2015,4,SFO,GNB,3,17
2015,4,SDG,CLE,30,27
2015,4,TAM,CAR,23,37
2015,4,IND,JAX,16,13
2015,4,SEA,DET,13,10
2015,4,NOR,DAL,26,20
2015,4,WAS,PHI,23,20
2015,4,MIA,NYJ,14,27
2015,4,ATL,HOU,48,21
2015,4,ARI,STL,22,24
2015,4,CIN,KAN,36,21
2015,4,CHI,OAK,22,20
2015,4,BUF,NYG,10,24
2015,4,PIT,BAL,20,23
2015,4,DEN,MIN,23,20
2015,5,TEN,BUF,13,14
2015,5,TAM,JAX,38,31
2015,5,PHI,NOR,39,17
2015,5,OAK,DEN,10,16
2015,5,BAL,CLE,30,33
2015,5,SDG,PIT,20,24
2015,5,CIN,SEA,27,24
2015,5,DET,ARI,17,42
2015,5,DAL,NWE,6,30
2015,5,ATL,WAS,25,19
2015,5,HOU,IND,20,27
2015,5,NYG,SFO,30,27
2015,5,GNB,STL,24,10
2015,5,KAN,CHI,17,18
2015,6,DET,CHI,37,34
2015,6,BUF,CIN,21,34
2015,6,NOR,ATL,31,21
2015,6,PHI,NYG,27,7
2015,6,SFO,BAL,25,20
2015,6,SEA,CAR,23,27
2015,6,PIT,ARI,25,13
2015,6,NYJ,WAS,34,20
2015,6,TEN,MIA,10,38
2015,6,JAX,HOU,20,31
2015,6,GNB,SDG,27,20
2015,6,IND,NWE,27,34
2015,6,CLE,DEN,23,26
2015,6,MIN,KAN,16,10
2015,7,NWE,NYJ,30,23
2015,7,WAS,TAM,31,30
2015,7,ARI,BAL,26,18
2015,7,STL,CLE,24,6
2015,7,TEN,ATL,7,10
2015,7,NYG,DAL,27,20
2015,7,MIA,HOU,44,26
2015,7,SDG,OAK,29,37
2015,7,JAX,BUF,34,31
2015,7,DET,MIN,19,28
2015,7,IND,NOR,21,27
2015,7,CAR,PHI,27,16
2015,7,SFO,SEA,3,20
2015,7,KAN,PIT,23,13
2015,8,CAR,IND,29,26
2015,8,BAL,SDG,29,26
2015,8,KAN,DET,45,10
2015,8,HOU,TEN,20,6
2015,8,DEN,GNB,29,10
2015,8,STL,SFO,27,6
2015,8,CLE,ARI,20,34
2015,8,DAL,SEA,12,13
2015,8,OAK,NYJ,34,20
2015,8,PIT,CIN,10,16
2015,8,NOR,NYG,52,49
2015,8,ATL,TAM,20,23
2015,8,CHI,MIN,20,23
2015,8,NWE,MIA,36,7
2015,9,CIN,CLE,31,10
2015,9,BUF,MIA,33,17
2015,9,CAR,GNB,37,29
2015,9,DAL,PHI,27,33
2015,9,MIN,STL,21,18
2015,9,NOR,TEN,28,34
2015,9,NWE,WAS,27,10
2015,9,NYJ,JAX,28,23
2015,9,PIT,OAK,38,35
2015,9,SFO,ATL,17,16
2015,9,IND,DEN,27,24
2015,9,SDG,CHI,19,22
2015,9,TAM,NYG,18,32
2015,10,CIN,HOU,6,10
2015,10,WAS,NOR,47,14
2015,10,TAM,DAL,10,6
2015,10,SEA,ARI,32,39
2015,10,STL,CHI,13,37
2015,10,OAK,MIN,14,30
2015,10,BAL,JAX,20,22
2015,10,PHI,MIA,19,20
2015,10,TEN,CAR,10,27
2015,10,NYG,NWE,26,27
2015,10,GNB,DET,16,18
2015,10,DEN,KAN,13,29
2015,10,NYJ,BUF,17,22
2015,10,PIT,CLE,30,9
2015,11,BAL,STL,16,13
2015,11,ATL,IND,21,24
2015,11,NWE,BUF,20,13
2015,11,SEA,SFO,29,13
2015,11,SDG,KAN,3,33
2015,11,PHI,TAM,17,45
2015,11,JAX,TEN,19,13
2015,11,MIA,DAL,14,24
2015,11,HOU,NYJ,24,17
2015,11,DET,OAK,18,13
2015,11,ARI,CIN,34,31
2015,11,CHI,DEN,15,17
2015,11,CAR,WAS,44,16
2015,11,MIN,GNB,13,30
2015,12,CLE,BAL,27,33
2015,12,SFO,ARI,13,19
2015,12,SEA,PIT,39,30
2015,12,TEN,OAK,21,24
2015,12,NYJ,MIA,38,20
2015,12,KAN,BUF,30,22
2015,12,WAS,NYG,20,14
2015,12,HOU,NOR,24,6
2015,12,DAL,CAR,14,33
2015,12,JAX,SDG,25,31
2015,12,DET,PHI,45,14
2015,12,GNB,CHI,13,17
2015,12,ATL,MIN,10,20
2015,12,CIN,STL,31,7
2015,12,DEN,NWE,30,24
2015,12,IND,TAM,25,12
2015,13,TAM,ATL,23,19
2015,13,SDG,DEN,3,17
2015,13,STL,ARI,3,27
2015,13,OAK,KAN,20,34
2015,13,PIT,IND,45,10
2015,13,TEN,JAX,42,39
2015,13,NYG,NYJ,20,23
2015,13,NWE,PHI,28,35
2015,13,NOR,CAR,38,41
2015,13,MIA,BAL,15,13
2015,13,CLE,CIN,3,37
2015,13,CHI,SFO,20,26
2015,13,BUF,HOU,30,21
2015,13,DET,GNB,23,27
2015,13,WAS,DAL,16,19
2015,13,MIN,SEA,7,38
2015,14,ARI,MIN,23,20
2015,14,CHI,WAS,21,24
2015,14,CAR,ATL,38,0
2015,14,MIA,NYG,24,31
2015,14,TAM,NOR,17,24
2015,14,BAL,SEA,6,35
2015,14,STL,DET,21,14
2015,14,PHI,BUF,23,20
2015,14,JAX,IND,51,16
2015,14,KAN,SDG,10,3
2015,14,HOU,NWE,6,27
2015,14,GNB,DAL,28,7
2015,14,DEN,OAK,12,15
2015,14,CLE,SFO,24,10
2015,14,NYJ,TEN,30,8
2015,14,CIN,PIT,20,33
2015,15,NOR,DET,27,35
2015,15,SFO,CIN,14,24
2015,15,SEA,CLE,30,13
2015,15,SDG,MIA,30,14
2015,15,OAK,GNB,20,30
2015,15,PIT,DEN,34,27
2015,15,WAS,BUF,35,25
2015,15,NYG,CAR,35,38
2015,15,PHI,ARI,17,40
2015,15,STL,TAM,31,23
2015,15,DAL,NYJ,16,19
2015,15,BAL,KAN,14,34
2015,15,JAX,ATL,17,23
2015,15,MIN,CHI,38,17
2015,15,NWE,TEN,33,16
2015,15,IND,HOU,10,16
2015,16,DEN,CIN,20,17
2015,16,TAM,CHI,21,26
2015,16,SEA,STL,17,23
2015,16,BAL,PIT,20,17
2015,16,TEN,HOU,6,34
2015,16,NYJ,NWE,26,20
2015,16,NOR,JAX,38,27
2015,16,MIA,IND,12,18
2015,16,KAN,CLE,17,13
2015,16,ARI,GNB,38,8
2015,16,BUF,DAL,16,6
2015,16,ATL,CAR,20,13
2015,16,PHI,WAS,24,38
2015,16,OAK,SDG,23,20
2015,16,MIN,NYG,49,17
2015,16,DET,SFO,32,17
2015,17,ARI,SEA,6,36
2015,17,ATL,NOR,17,20
2015,17,BUF,NYJ,22,17
2015,17,CAR,TAM,38,10
2015,17,CIN,BAL,24,16
2015,17,CLE,PIT,12,28
2015,17,SFO,STL,19,16
2015,17,NYG,PHI,30,35
2015,17,MIA,NWE,20,10
2015,17,KAN,OAK,23,17
2015,17,HOU,JAX,30,6
2015,17,GNB,MIN,13,20
2015,17,DEN,SDG,27,20
2015,17,DAL,WAS,23,34
2015,17,IND,TEN,30,24
2015,17,CHI,DET,20,24
2016,1,DEN,CAR,21,20
2016,1,SFO,LAR,28,0
2016,1,SEA,MIA,12,10
2016,1,BAL,BUF,13,7
2016,1,PHI,CLE,29,10
2016,1,TEN,MIN,16,25
2016,1,NYJ,CIN,22,23
2016,1,NOR,OAK,34,35
2016,1,WAS,PIT,16,38
2016,1,JAX,GNB,23,27
2016,1,HOU,CHI,23,14
2016,1,DAL,NYG,19,20
2016,1,ARI,NWE,21,23
2016,1,IND,DET,35,39
2016,1,ATL,TAM,24,31
2016,1,KAN,SDG,33,27
2016,2,WAS,DAL,23,27
2016,2,SDG,JAX,38,14
2016,2,LAR,SEA,9,3
2016,2,OAK,ATL,28,35
2016,2,PIT,CIN,24,16
2016,2,NYG,NOR,16,13
2016,2,DET,TEN,15,16
2016,2,MIN,GNB,17,14
2016,2,HOU,KAN,19,12
2016,2,DEN,IND,34,20
2016,2,ARI,TAM,40,7
2016,2,CLE,BAL,20,25
2016,2,CHI,PHI,14,29
2016,2,NWE,MIA,31,24
2016,2,CAR,SFO,46,27
2016,2,BUF,NYJ,31,37
2016,3,NYG,WAS,27,29
2016,3,NOR,ATL,32,45
2016,3,TAM,LAR,32,37
2016,3,SEA,SFO,37,18
2016,3,PHI,PIT,34,3
2016,3,TEN,OAK,10,17
2016,3,MIA,CLE,30,24
2016,3,JAX,BAL,17,19
2016,3,KAN,NYJ,24,3
2016,3,DAL,CHI,31,17
2016,3,IND,SDG,26,22
2016,3,CIN,DEN,17,29
2016,3,CAR,MIN,10,22
2016,3,BUF,ARI,33,18
2016,3,NWE,HOU,27,0
2016,3,GNB,DET,34,27
2016,4,SFO,DAL,17,24
2016,4,SDG,NOR,34,35
2016,4,TAM,DEN,7,27
2016,4,JAX,IND,30,27
2016,4,MIN,NYG,24,10
2016,4,BAL,OAK,27,28
2016,4,WAS,CLE,31,20
2016,4,PIT,KAN,43,14
2016,4,ATL,CAR,48,33
2016,4,NWE,BUF,0,16
2016,4,HOU,TEN,27,20
2016,4,ARI,LAR,13,17
2016,4,CHI,DET,17,14
2016,4,CIN,MIA,22,7
2016,4,NYJ,SEA,17,27
2016,5,PIT,NYJ,31,13
2016,5,CAR,TAM,14,17
2016,5,OAK,SDG,34,31
2016,5,LAR,BUF,19,30
2016,5,BAL,WAS,10,16
2016,5,GNB,NYG,23,16
2016,5,IND,CHI,29,23
2016,5,DEN,ATL,16,23
2016,5,DAL,CIN,28,14
2016,5,CLE,NWE,13,33
2016,5,SFO,ARI,21,33
2016,5,MIN,HOU,31,13
2016,5,DET,PHI,24,23
2016,5,MIA,TEN,17,30
2016,6,GNB,DAL,16,30
2016,6,BUF,SFO,45,16
2016,6,SDG,DEN,21,13
2016,6,ARI,NYJ,28,3
2016,6,WAS,PHI,27,20
2016,6,SEA,ATL,26,24
2016,6,OAK,KAN,10,26
2016,6,NYG,BAL,27,23
2016,6,NWE,CIN,35,17
2016,6,TEN,CLE,28,26
2016,6,MIA,PIT,30,15
2016,6,HOU,IND,26,23
2016,6,DET,LAR,31,28
2016,6,CHI,JAX,16,17
2016,6,NOR,CAR,41,38
2016,7,NYJ,BAL,24,16
2016,7,SFO,TAM,17,34
2016,7,DEN,HOU,27,9
2016,7,LAR,NYG,10,17
2016,7,PHI,MIN,21,10
2016,7,TEN,IND,26,34
2016,7,MIA,BUF,28,25
2016,7,PIT,NWE,16,27
2016,7,JAX,OAK,16,33
2016,7,DET,WAS,20,17
2016,7,ARI,SEA,6,6
2016,7,CIN,CLE,31,17
2016,7,ATL,SDG,30,33
2016,7,GNB,CHI,26,10
2016,7,KAN,NOR,27,21
2016,8,CHI,MIN,20,10
2016,8,TAM,OAK,24,30
2016,8,IND,KAN,14,30
2016,8,CLE,NYJ,28,31
2016,8,CIN,WAS,27,27
2016,8,NOR,SEA,25,20
2016,8,BUF,NWE,25,41
2016,8,CAR,ARI,30,20
2016,8,HOU,DET,20,13
2016,8,DAL,PHI,29,23
2016,8,TEN,JAX,36,22
2016,8,ATL,GNB,33,32
2016,8,DEN,SDG,27,19
2016,9,TAM,ATL,28,43
2016,9,CLE,DAL,10,35
2016,9,GNB,IND,26,31
2016,9,MIA,NYJ,27,23
2016,9,MIN,DET,16,22
2016,9,NYG,PHI,28,23
2016,9,OAK,DEN,30,20
2016,9,LAR,CAR,10,13
2016,9,BAL,PIT,21,14
2016,9,SDG,TEN,43,35
2016,9,KAN,JAX,19,14
2016,9,SEA,BUF,31,25
2016,9,SFO,NOR,23,41
2016,10,WAS,MIN,26,20
2016,10,TAM,CHI,36,10
2016,10,SDG,MIA,24,31
2016,10,PIT,DAL,30,35
2016,10,PHI,ATL,24,15
2016,10,TEN,GNB,47,25
2016,10,NYG,CIN,21,20
2016,10,NWE,SEA,24,31
2016,10,NOR,DEN,23,25
2016,10,JAX,HOU,21,24
2016,10,ARI,SFO,23,20
2016,10,CAR,KAN,17,20
2016,10,BAL,CLE,28,7
2016,10,NYJ,LAR,6,9
2016,11,SEA,PHI,26,15
2016,11,CIN,BUF,12,16
2016,11,OAK,HOU,27,20
2016,11,WAS,GNB,42,24
2016,11,SFO,NWE,17,30
2016,11,LAR,MIA,10,14
2016,11,CAR,NOR,23,20
2016,11,MIN,ARI,30,24
2016,11,KAN,TAM,17,19
2016,11,DET,JAX,26,19
2016,11,DAL,BAL,27,17
2016,11,IND,TEN,24,17
2016,11,CLE,PIT,9,24
2016,11,NYG,CHI,22,16
2016,12,PHI,GNB,13,27
2016,12,BAL,CIN,19,14
2016,12,OAK,CAR,35,32
2016,12,NYJ,NWE,17,22
2016,12,NOR,LAR,49,21
2016,12,MIA,SFO,31,24
2016,12,TAM,SEA,14,5
2016,12,DEN,KAN,27,30
2016,12,IND,PIT,7,28
2016,12,HOU,SDG,13,21
2016,12,DAL,WAS,31,26
2016,12,DET,MIN,16,13
2016,12,ATL,ARI,38,19
2016,12,BUF,JAX,28,21
2016,12,CHI,TEN,21,27
2016,12,CLE,NYG,13,27
2016,13,NYJ,IND,10,41
2016,13,SEA,CAR,40,7
2016,13,SDG,TAM,21,28
2016,13,BAL,MIA,38,6
2016,13,OAK,BUF,38,24
2016,13,PIT,NYG,24,14
2016,13,NWE,LAR,26,10
2016,13,NOR,DET,13,28
2016,13,JAX,DEN,10,20
2016,13,ARI,WAS,31,23
2016,13,CIN,PHI,32,14
2016,13,CHI,SFO,26,6
2016,13,ATL,KAN,28,29
2016,13,MIN,DAL,15,17
2016,13,GNB,HOU,21,13
2016,14,KAN,OAK,21,13
2016,14,BUF,PIT,20,27
2016,14,CLE,CIN,10,23
2016,14,CAR,SDG,28,16
2016,14,NWE,BAL,30,23
2016,14,TAM,NOR,16,11
2016,14,SFO,NYJ,17,23
2016,14,LAR,ATL,14,42
2016,14,PHI,WAS,22,27
2016,14,NYG,DAL,10,7
2016,14,MIA,ARI,26,23
2016,14,JAX,MIN,16,25
2016,14,GNB,SEA,38,10
2016,14,DET,CHI,20,17
2016,14,TEN,DEN,13,10
2016,14,IND,HOU,17,22
2016,15,WAS,CAR,15,26
2016,15,BAL,PHI,27,26
2016,15,NYG,DET,17,6
2016,15,MIN,IND,6,34
2016,15,HOU,JAX,21,20
2016,15,DEN,NWE,3,16
2016,15,SDG,OAK,16,19
2016,15,ARI,NOR,41,48
2016,15,DAL,TAM,26,20
2016,15,SEA,LAR,24,3
2016,15,NYJ,MIA,13,34
2016,15,KAN,TEN,17,19
2016,15,BUF,CLE,33,13
2016,15,CHI,GNB,27,30
2016,15,CIN,PIT,20,24
2016,15,ATL,SFO,41,13
2016,16,DAL,DET,42,21
2016,16,PIT,BAL,31,27
2016,16,KAN,DEN,33,10
2016,16,SEA,ARI,31,34
2016,16,LAR,SFO,21,22
2016,16,OAK,IND,33,25
2016,16,NWE,NYJ,41,3
2016,16,JAX,TEN,38,17
2016,16,HOU,CIN,12,10
2016,16,CLE,SDG,20,17
2016,16,CHI,WAS,21,41
2016,16,CAR,ATL,16,33
2016,16,BUF,MIA,31,34
2016,16,PHI,NYG,24,19
2016,16,NOR,TAM,31,24
2016,16,GNB,MIN,38,25
2016,17,PHI,DAL,27,13
2016,17,ATL,NOR,38,32
2016,17,CIN,BAL,27,10
2016,17,IND,JAX,24,20
2016,17,DEN,OAK,24,6
2016,17,MIA,NWE,14,35
2016,17,MIN,CHI,38,10
2016,17,NYJ,BUF,30,10
2016,17,WAS,NYG,10,19
2016,17,TAM,CAR,17,16
2016,17,SFO,SEA,23,25
2016,17,SDG,KAN,27,37
2016,17,LAR,ARI,6,44
2016,17,PIT,CLE,27,24
2016,17,TEN,HOU,24,17
2016,17,DET,GNB,24,31
2017,1,NWE,KAN,27,42
2017,1,DEN,LAC,24,21
2017,1,WAS,PHI,17,30
2017,1,SFO,CAR,3,23
2017,1,LAR,IND,46,9
2017,1,TEN,OAK,16,26
2017,1,HOU,JAX,7,29
2017,1,MIN,NOR,29,19
2017,1,DET,ARI,35,23
2017,1,DAL,NYG,19,3
2017,1,CLE,PIT,18,21
2017,1,CIN,BAL,0,20
2017,1,CHI,ATL,17,23
2017,1,BUF,NYJ,21,12
2017,1,GNB,SEA,17,9
2017,2,TAM,CHI,29,7
2017,2,SEA,SFO,12,9
2017,2,LAC,MIA,17,19
2017,2,BAL,CLE,24,10
2017,2,LAR,WAS,20,27
2017,2,OAK,NYJ,45,20
2017,2,JAX,TEN,16,37
2017,2,NOR,NWE,20,36
2017,2,KAN,PHI,27,20
2017,2,DEN,DAL,42,17
2017,2,IND,ARI,13,16
2017,2,CAR,BUF,9,3
2017,2,NYG,DET,10,24
2017,2,PIT,MIN,26,9
2017,2,ATL,GNB,34,23
2017,2,CIN,HOU,9,13
2017,3,TEN,SEA,33,27
2017,3,ARI,DAL,17,28
2017,3,WAS,OAK,27,10
2017,3,LAC,KAN,10,24
2017,3,PHI,NYG,27,24
2017,3,NYJ,MIA,20,6
2017,3,NWE,HOU,36,33
2017,3,JAX,BAL,44,7
2017,3,MIN,TAM,34,17
2017,3,DET,ATL,26,30
2017,3,IND,CLE,31,28
2017,3,CHI,PIT,23,17
2017,3,CAR,NOR,13,34
2017,3,BUF,DEN,26,16
2017,3,SFO,LAR,39,41
2017,3,GNB,CIN,27,24
2017,4,BAL,PIT,9,26
2017,4,NYJ,JAX,23,20
2017,4,LAC,PHI,24,26
2017,4,DEN,OAK,16,10
2017,4,TAM,NYG,25,23
2017,4,KAN,WAS,29,20
2017,4,NWE,CAR,30,33
2017,4,SEA,IND,46,18
2017,4,MIN,DET,7,14
2017,4,ATL,BUF,17,23
2017,4,HOU,TEN,57,14
2017,4,DAL,LAR,30,35
2017,4,ARI,SFO,18,15
2017,4,CLE,CIN,7,31
2017,4,GNB,CHI,35,14
2017,4,MIA,NOR,0,20
2017,5,MIA,TEN,16,10
2017,5,OAK,BAL,17,30
2017,5,NYG,LAC,22,27
2017,5,PHI,ARI,34,7
2017,5,PIT,JAX,9,30
2017,5,LAR,SEA,10,16
2017,5,CIN,BUF,20,16
2017,5,DAL,GNB,31,35
2017,5,IND,SFO,26,23
2017,5,CLE,NYJ,14,17
2017,5,TAM,NWE,14,19
2017,5,HOU,KAN,34,42
2017,5,CHI,MIN,17,20
2017,5,DET,CAR,24,27
2017,6,DEN,NYG,10,23
2017,6,ATL,MIA,17,20
2017,6,CAR,PHI,23,28
2017,6,TEN,IND,36,22
2017,6,WAS,SFO,26,24
2017,6,BAL,CHI,24,27
2017,6,OAK,LAC,16,17
2017,6,NOR,DET,52,38
2017,6,NYJ,NWE,17,24
2017,6,KAN,PIT,13,19
2017,6,JAX,LAR,17,27
2017,6,HOU,CLE,33,17
2017,6,ARI,TAM,38,33
2017,6,MIN,GNB,23,10
2017,7,NWE,ATL,23,7
2017,7,SFO,DAL,10,40
2017,7,PHI,WAS,34,24
2017,7,LAC,DEN,21,0
2017,7,PIT,CIN,29,14
2017,7,NYG,SEA,7,24
2017,7,MIN,BAL,24,16
2017,7,LAR,ARI,33,0
2017,7,GNB,NOR,17,26
2017,7,IND,JAX,0,27
2017,7,CLE,TEN,9,12
2017,7,CHI,CAR,17,3
2017,7,BUF,TAM,30,27
2017,7,OAK,KAN,31,30
2017,7,MIA,NYJ,31,28
2017,8,KAN,DEN,29,19
2017,8,WAS,DAL,19,33
2017,8,NWE,LAC,21,13
2017,8,NOR,CHI,20,12
2017,8,DET,PIT,15,20
2017,8,TAM,CAR,3,17
2017,8,CIN,IND,24,23
2017,8,CLE,MIN,16,33
2017,8,SEA,HOU,41,38
2017,8,NYJ,ATL,20,25
2017,8,BAL,MIA,40,0
2017,8,BUF,OAK,34,14
2017,8,PHI,SFO,33,10
2017,9,NYJ,BUF,34,21
2017,9,CAR,ATL,20,17
2017,9,DAL,KAN,28,17
2017,9,JAX,CIN,23,7
2017,9,MIA,OAK,24,27
2017,9,NOR,TAM,30,10
2017,9,NYG,LAR,17,51
2017,9,TEN,BAL,23,20
2017,9,PHI,DEN,51,23
2017,9,SEA,WAS,14,17
